username,upload_time,likes,year,month,day,weekday,caption_tokens
cappuccinawarbird1077,2024-12-02 17:27:00+00:00,158,2024,12,2,Monday,"[[{'ENG': 'Brr'}], [{'ENG': 'Brr'}], [{'ENG': 'Patapim'}]]"
tung_vibes9155,2024-12-02 14:35:00+00:00,444,2024,12,2,Monday,"[[{'ENG': 'Shark'}], [{'ENG': 'with'}], [{'ENG': 'pasta'}], [{'ENG': 'arms'}]]"
brrgatto9963,2024-12-02 15:16:00+00:00,197,2024,12,2,Monday,"[[{'ENG': 'Opera'}], [{'ENG': 'bird'}], [{'ENG': 'sings'}], [{'ENG': 'fire'}]]"
bomba_matrix5496,2024-12-02 11:15:00+00:00,384,2024,12,2,Monday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
bombaxd1848,2024-12-02 08:25:00+00:00,352,2024,12,2,Monday,"[[{'ENG': 'Trulimero'}], [{'ENG': 'Trulichina'}]]"
mangia_lord3724,2024-12-02 17:54:00+00:00,527,2024,12,2,Monday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
ai_6665673,2024-12-02 12:30:00+00:00,500,2024,12,2,Monday,"[[{'ENG': 'Brainrot'}], [{'ENG': 'activated'}]]"
brr_6661468,2024-12-02 18:40:00+00:00,314,2024,12,2,Monday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
brr_vibes6437,2024-12-02 11:59:00+00:00,251,2024,12,2,Monday,"[[{'ENG': 'Brainrot'}], [{'ENG': 'activated'}]]"
brrwarbird8356,2024-12-02 21:46:00+00:00,388,2024,12,2,Monday,"[[{'ENG': 'Crocodile'}], [{'ENG': 'espresso'}], [{'ENG': 'warlord'}]]"
cappuccinawarbird1908,2024-12-02 05:32:00+00:00,265,2024,12,2,Monday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
io_sono_matrix8394,2024-12-02 19:39:00+00:00,271,2024,12,2,Monday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
ai_vibes9495,2024-12-03 06:59:00+00:00,160,2024,12,3,Tuesday,"[[{'ENG': 'AI'}], [{'ENG': 'dreams'}], [{'ENG': 'in'}], [{'ENG': 'mozzarella'}]]"
tralalero_vibes8395,2024-12-03 14:26:00+00:00,451,2024,12,3,Tuesday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
mangiawarbird8001,2024-12-03 04:21:00+00:00,466,2024,12,3,Tuesday,"[[{'ENG': 'Io'}], [{'ENG': 'sono'}], [{'ENG': 'gelato'}], [{'ENG': 'volante'}]]"
cappuccina_matrix1598,2024-12-03 13:25:00+00:00,128,2024,12,3,Tuesday,"[[{'ENG': 'AI'}], [{'ENG': 'dreams'}], [{'ENG': 'in'}], [{'ENG': 'mozzarella'}]]"
io_sono_vibes3486,2024-12-03 03:51:00+00:00,400,2024,12,3,Tuesday,"[[{'ENG': 'Crocodile'}], [{'ENG': 'espresso'}], [{'ENG': 'warlord'}]]"
mangia_vibes790,2024-12-03 11:12:00+00:00,485,2024,12,3,Tuesday,"[[{'ENG': 'Bambino'}], [{'ENG': 'sniper'}], [{'ENG': 'in'}], [{'ENG': 'Vespa'}]]"
cappuccina_6668826,2024-12-03 19:21:00+00:00,472,2024,12,3,Tuesday,"[[{'ENG': 'Trulimero'}], [{'ENG': 'Trulichina'}]]"
tungsniperino8538,2024-12-03 01:38:00+00:00,391,2024,12,3,Tuesday,"[[{'ENG': 'Crocodile'}], [{'ENG': 'espresso'}], [{'ENG': 'warlord'}]]"
mangiagatto7328,2024-12-03 22:40:00+00:00,259,2024,12,3,Tuesday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
mangiagatto4324,2024-12-03 07:05:00+00:00,212,2024,12,3,Tuesday,"[[{'ENG': 'Bombardiro'}], [{'ENG': 'Crocodilo'}]]"
mangia_lord9509,2024-12-03 11:16:00+00:00,461,2024,12,3,Tuesday,"[[{'ENG': 'AI'}], [{'ENG': 'dreams'}], [{'ENG': 'in'}], [{'ENG': 'mozzarella'}]]"
mangiasniperino9025,2024-12-03 12:09:00+00:00,419,2024,12,3,Tuesday,"[[{'ENG': 'Hypercapybara'}], [{'ENG': 'gelato'}]]"
mangia_lord6072,2024-12-03 08:02:00+00:00,212,2024,12,3,Tuesday,"[[{'ENG': 'Hypercapybara'}], [{'ENG': 'gelato'}]]"
tung_lord3304,2024-12-03 20:44:00+00:00,427,2024,12,3,Tuesday,"[[{'ENG': 'Shark'}], [{'ENG': 'with'}], [{'ENG': 'pasta'}], [{'ENG': 'arms'}]]"
io_sonowarbird829,2024-12-03 14:27:00+00:00,513,2024,12,3,Tuesday,"[[{'ENG': 'AI'}], [{'ENG': 'dreams'}], [{'ENG': 'in'}], [{'ENG': 'mozzarella'}]]"
tung_vibes1270,2024-12-04 18:51:00+00:00,50,2024,12,4,Wednesday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
aigatto4645,2024-12-04 12:45:00+00:00,73,2024,12,4,Wednesday,"[[{'ENG': 'Hypercapybara'}], [{'ENG': 'gelato'}]]"
tralalero_6666696,2024-12-04 05:52:00+00:00,155,2024,12,4,Wednesday,"[[{'ENG': 'Opera'}], [{'ENG': 'bird'}], [{'ENG': 'sings'}], [{'ENG': 'fire'}]]"
mangiagatto1034,2024-12-04 23:02:00+00:00,561,2024,12,4,Wednesday,"[[{'ENG': 'Ballerina'}], [{'ENG': 'Cappuccina'}]]"
cappuccinasniperino872,2024-12-04 16:09:00+00:00,196,2024,12,4,Wednesday,"[[{'ENG': 'Crocodile'}], [{'ENG': 'espresso'}], [{'ENG': 'warlord'}]]"
tralalero_lord81,2024-12-04 02:48:00+00:00,233,2024,12,4,Wednesday,"[[{'ENG': 'Opera'}], [{'ENG': 'bird'}], [{'ENG': 'sings'}], [{'ENG': 'fire'}]]"
bomba_6667238,2024-12-04 01:04:00+00:00,312,2024,12,4,Wednesday,"[[{'ENG': 'AI'}], [{'ENG': 'dreams'}], [{'ENG': 'in'}], [{'ENG': 'mozzarella'}]]"
brr_vibes6074,2024-12-04 05:39:00+00:00,379,2024,12,4,Wednesday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
tralalero_lord4146,2024-12-04 07:30:00+00:00,556,2024,12,4,Wednesday,"[[{'ENG': 'Opera'}], [{'ENG': 'bird'}], [{'ENG': 'sings'}], [{'ENG': 'fire'}]]"
mangia_vibes6182,2024-12-04 15:44:00+00:00,339,2024,12,4,Wednesday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
io_sonowarbird3214,2024-12-04 04:52:00+00:00,265,2024,12,4,Wednesday,"[[{'ENG': 'Trulimero'}], [{'ENG': 'Trulichina'}]]"
mangiaxd5623,2024-12-04 20:35:00+00:00,117,2024,12,4,Wednesday,"[[{'ENG': 'Ballerina'}], [{'ENG': 'Cappuccina'}]]"
mangiawarbird879,2024-12-04 06:45:00+00:00,191,2024,12,4,Wednesday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
brrgatto6927,2024-12-04 02:13:00+00:00,100,2024,12,4,Wednesday,"[[{'ENG': 'Brr'}], [{'ENG': 'Brr'}], [{'ENG': 'Patapim'}]]"
mangia_6669539,2024-12-05 21:49:00+00:00,92,2024,12,5,Thursday,"[[{'ENG': 'Io'}], [{'ENG': 'sono'}], [{'ENG': 'gelato'}], [{'ENG': 'volante'}]]"
tralalero_6661955,2024-12-05 11:40:00+00:00,546,2024,12,5,Thursday,"[[{'ENG': 'Hypercapybara'}], [{'ENG': 'gelato'}]]"
tralalerowarbird4674,2024-12-05 23:56:00+00:00,289,2024,12,5,Thursday,"[[{'ENG': 'Ballerina'}], [{'ENG': 'Cappuccina'}]]"
tunggatto8972,2024-12-05 22:53:00+00:00,205,2024,12,5,Thursday,"[[{'ENG': 'Patapim'}], [{'ENG': 'Patapam'}]]"
cappuccinagatto6283,2024-12-05 20:54:00+00:00,67,2024,12,5,Thursday,"[[{'ENG': 'Brainrot'}], [{'ENG': 'activated'}]]"
cappuccinawarbird1108,2024-12-05 21:12:00+00:00,590,2024,12,5,Thursday,"[[{'ENG': 'Brr'}], [{'ENG': 'Brr'}], [{'ENG': 'Patapim'}]]"
bombagatto456,2024-12-05 14:40:00+00:00,112,2024,12,5,Thursday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
tralaleroxd9466,2024-12-05 07:58:00+00:00,541,2024,12,5,Thursday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
ai_matrix9973,2024-12-05 21:08:00+00:00,374,2024,12,5,Thursday,"[[{'ENG': 'Trulimero'}], [{'ENG': 'Trulichina'}]]"
mangia_6661055,2024-12-05 11:27:00+00:00,121,2024,12,5,Thursday,"[[{'ENG': 'Io'}], [{'ENG': 'sono'}], [{'ENG': 'gelato'}], [{'ENG': 'volante'}]]"
tungsniperino8584,2024-12-05 11:18:00+00:00,450,2024,12,5,Thursday,"[[{'ENG': 'Trulimero'}], [{'ENG': 'Trulichina'}]]"
io_sonosniperino5026,2024-12-05 18:36:00+00:00,67,2024,12,5,Thursday,"[[{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Sahur'}]]"
mangiasniperino953,2024-12-05 07:32:00+00:00,280,2024,12,5,Thursday,"[[{'ENG': 'Bombardiro'}], [{'ENG': 'Crocodilo'}]]"
aigatto4291,2024-12-05 15:40:00+00:00,378,2024,12,5,Thursday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
brrwarbird5993,2024-12-06 19:02:00+00:00,540,2024,12,6,Friday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
io_sonowarbird5580,2024-12-06 16:57:00+00:00,291,2024,12,6,Friday,"[[{'ENG': 'Bombardiro'}], [{'ENG': 'Crocodilo'}]]"
tungwarbird3617,2024-12-06 00:24:00+00:00,268,2024,12,6,Friday,"[[{'ENG': 'Bambino'}], [{'ENG': 'sniper'}], [{'ENG': 'in'}], [{'ENG': 'Vespa'}]]"
io_sono_vibes3555,2024-12-06 05:28:00+00:00,352,2024,12,6,Friday,"[[{'ENG': 'Ballerina'}], [{'ENG': 'Cappuccina'}]]"
mangiaxd6419,2024-12-06 05:44:00+00:00,583,2024,12,6,Friday,"[[{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Sahur'}]]"
ai_vibes5436,2024-12-06 07:35:00+00:00,236,2024,12,6,Friday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
bomba_vibes5090,2024-12-06 02:00:00+00:00,360,2024,12,6,Friday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
mangia_matrix9752,2024-12-06 17:54:00+00:00,194,2024,12,6,Friday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
brr_vibes1727,2024-12-06 14:17:00+00:00,527,2024,12,6,Friday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
cappuccinasniperino1692,2024-12-06 06:43:00+00:00,512,2024,12,6,Friday,"[[{'ENG': 'AI'}], [{'ENG': 'dreams'}], [{'ENG': 'in'}], [{'ENG': 'mozzarella'}]]"
brrsniperino5652,2024-12-06 10:39:00+00:00,307,2024,12,6,Friday,"[[{'ENG': 'Bambino'}], [{'ENG': 'sniper'}], [{'ENG': 'in'}], [{'ENG': 'Vespa'}]]"
bomba_lord3431,2024-12-06 07:36:00+00:00,230,2024,12,6,Friday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
bomba_lord3770,2024-12-06 22:17:00+00:00,548,2024,12,6,Friday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
bomba_lord2470,2024-12-06 16:48:00+00:00,514,2024,12,6,Friday,"[[{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Sahur'}]]"
tung_vibes5862,2024-12-07 19:21:00+00:00,167,2024,12,7,Saturday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
tung_lord923,2024-12-07 13:13:00+00:00,555,2024,12,7,Saturday,"[[{'ENG': 'Brainrot'}], [{'ENG': 'activated'}]]"
tralalerowarbird388,2024-12-07 20:47:00+00:00,235,2024,12,7,Saturday,"[[{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Sahur'}]]"
tungxd7045,2024-12-07 11:06:00+00:00,497,2024,12,7,Saturday,"[[{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Sahur'}]]"
cappuccina_matrix4690,2024-12-07 03:57:00+00:00,477,2024,12,7,Saturday,"[[{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Sahur'}]]"
tralalerowarbird4972,2024-12-07 03:54:00+00:00,423,2024,12,7,Saturday,"[[{'ENG': 'Opera'}], [{'ENG': 'bird'}], [{'ENG': 'sings'}], [{'ENG': 'fire'}]]"
aixd5751,2024-12-07 17:11:00+00:00,457,2024,12,7,Saturday,"[[{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Sahur'}]]"
cappuccina_vibes9811,2024-12-07 02:37:00+00:00,83,2024,12,7,Saturday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
mangia_matrix5981,2024-12-07 09:04:00+00:00,263,2024,12,7,Saturday,"[[{'ENG': 'AI'}], [{'ENG': 'dreams'}], [{'ENG': 'in'}], [{'ENG': 'mozzarella'}]]"
tralalero_matrix9113,2024-12-07 13:54:00+00:00,229,2024,12,7,Saturday,"[[{'ENG': 'Opera'}], [{'ENG': 'bird'}], [{'ENG': 'sings'}], [{'ENG': 'fire'}]]"
mangia_vibes8913,2024-12-07 13:59:00+00:00,488,2024,12,7,Saturday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
io_sono_vibes5306,2024-12-07 15:27:00+00:00,558,2024,12,7,Saturday,"[[{'ENG': 'Hypercapybara'}], [{'ENG': 'gelato'}]]"
aigatto9197,2024-12-07 23:00:00+00:00,466,2024,12,7,Saturday,"[[{'ENG': 'Opera'}], [{'ENG': 'bird'}], [{'ENG': 'sings'}], [{'ENG': 'fire'}]]"
tungxd4598,2024-12-08 01:25:00+00:00,395,2024,12,8,Sunday,"[[{'ENG': 'Bombardiro'}], [{'ENG': 'Crocodilo'}]]"
brr_vibes2260,2024-12-08 03:23:00+00:00,389,2024,12,8,Sunday,"[[{'ENG': 'Brainrot'}], [{'ENG': 'activated'}]]"
brr_6662724,2024-12-08 16:29:00+00:00,484,2024,12,8,Sunday,"[[{'ENG': 'Shark'}], [{'ENG': 'with'}], [{'ENG': 'pasta'}], [{'ENG': 'arms'}]]"
tung_vibes769,2024-12-08 12:39:00+00:00,98,2024,12,8,Sunday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
io_sono_lord6395,2024-12-08 22:25:00+00:00,275,2024,12,8,Sunday,"[[{'ENG': 'Bambino'}], [{'ENG': 'sniper'}], [{'ENG': 'in'}], [{'ENG': 'Vespa'}]]"
cappuccina_vibes528,2024-12-08 22:50:00+00:00,352,2024,12,8,Sunday,"[[{'ENG': 'Patapim'}], [{'ENG': 'Patapam'}]]"
tung_vibes10,2024-12-08 13:09:00+00:00,216,2024,12,8,Sunday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
cappuccinasniperino5492,2024-12-08 20:39:00+00:00,228,2024,12,8,Sunday,"[[{'ENG': 'Patapim'}], [{'ENG': 'Patapam'}]]"
tralalero_lord2869,2024-12-08 05:49:00+00:00,338,2024,12,8,Sunday,"[[{'ENG': 'Shark'}], [{'ENG': 'with'}], [{'ENG': 'pasta'}], [{'ENG': 'arms'}]]"
io_sonosniperino8080,2024-12-08 22:52:00+00:00,437,2024,12,8,Sunday,"[[{'ENG': 'Trulimero'}], [{'ENG': 'Trulichina'}]]"
bomba_6668390,2024-12-08 10:46:00+00:00,525,2024,12,8,Sunday,"[[{'ENG': 'Shark'}], [{'ENG': 'with'}], [{'ENG': 'pasta'}], [{'ENG': 'arms'}]]"
tunggatto5172,2024-12-08 18:54:00+00:00,149,2024,12,8,Sunday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
ai_6666067,2024-12-08 21:38:00+00:00,296,2024,12,8,Sunday,"[[{'ENG': 'Crocodile'}], [{'ENG': 'espresso'}], [{'ENG': 'warlord'}]]"
tralalero_vibes8205,2024-12-09 07:57:00+00:00,350,2024,12,9,Monday,"[[{'ENG': 'Bombardiro'}], [{'ENG': 'Crocodilo'}]]"
aiwarbird5714,2024-12-09 13:37:00+00:00,397,2024,12,9,Monday,"[[{'ENG': 'Mangiare'}], [{'ENG': 'Il'}], [{'ENG': 'Gattino'}]]"
tung_vibes1307,2024-12-09 04:35:00+00:00,182,2024,12,9,Monday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
brrgatto8991,2024-12-09 18:44:00+00:00,141,2024,12,9,Monday,"[[{'ENG': 'Hypercapybara'}], [{'ENG': 'gelato'}]]"
tungwarbird1046,2024-12-09 21:19:00+00:00,175,2024,12,9,Monday,"[[{'ENG': 'Bombardiro'}], [{'ENG': 'Crocodilo'}]]"
io_sonowarbird3449,2024-12-09 09:57:00+00:00,483,2024,12,9,Monday,"[[{'ENG': 'Tralalero'}], [{'ENG': 'Tralala'}]]"
bomba_lord5162,2024-12-09 18:34:00+00:00,52,2024,12,9,Monday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
aixd1681,2024-12-09 21:48:00+00:00,513,2024,12,9,Monday,"[[{'ENG': 'Shark'}], [{'ENG': 'with'}], [{'ENG': 'pasta'}], [{'ENG': 'arms'}]]"
ai_matrix6023,2024-12-09 01:01:00+00:00,582,2024,12,9,Monday,"[[{'ENG': 'Io'}], [{'ENG': 'sono'}], [{'ENG': 'gelato'}], [{'ENG': 'volante'}]]"
mangia_vibes9847,2024-12-09 08:58:00+00:00,329,2024,12,9,Monday,"[[{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Tung'}], [{'ENG': 'Sahur'}]]"
mangiasniperino283,2024-12-09 02:01:00+00:00,11338,2024,12,9,Monday,"[[{'ENG': 'Flying'}], [{'ENG': 'spaghetti'}], [{'ENG': 'elephant'}]]"
cappuccinaxd5261,2024-12-09 02:56:00+00:00,7447,2024,12,9,Monday,"[[{'ENG': 'Ballerina'}], [{'ENG': 'Cappuccina'}]]"
tungsniperino5325,2024-12-09 14:35:00+00:00,8389,2024,12,9,Monday,"[[{'ENG': 'Ballerina'}], [{'ENG': 'Cappuccina'}]]"
mangiagatto5491,2024-12-10 22:23:00+00:00,4979,2024,12,10,Tuesday,"[[{'ENG': 'Ballerina'}], [{'ENG': 'Cappuccina'}]]"
